time,mnvel,errvel,tel,svalue
2455850.69130346,12469.8597081719,0.5539097629413,HARPS-B,nodata
2455851.68525614,12439.0649029601,0.4510337975727,HARPS-B,nodata
2455852.67854751,12395.7515976749,0.6751278430806,HARPS-B,nodata
2456164.82562529,12458.5432453501,0.6543571219968,HARPS-B,nodata
2456165.8031882,12415.4208528254,0.7113076422619,HARPS-B,nodata
2456165.8164875,12415.4341519298,0.6504987275809,HARPS-B,nodata
2456298.5251887,12435.9978380602,1.0092960836503,HARPS-B,nodata
2456300.53830218,12460.6822086464,0.5594590987982,HARPS-B,nodata
2456485.89448399,12445.4674769829,0.5159858479754,HARPS-B,nodata
2456486.85500172,12415.0456794281,0.4777926249596,HARPS-B,nodata
2456487.84679512,12450.7942887771,0.4850472495951,HARPS-B,nodata
2456488.88743517,12472.7316903647,0.5560565281874,HARPS-B,nodata
2456489.86036018,12449.6111539482,0.579840877453,HARPS-B,nodata
2456490.85311292,12424.6071890566,0.5477985437201001,HARPS-B,nodata
2456557.74139142,12493.2036527059,1.3909567183564,HARPS-B,nodata
2456558.75029039,12440.0756057999,0.5037689446374001,HARPS-B,nodata
2456559.76726644,12415.029852435398,0.4896658322114,HARPS-B,nodata
2456560.75587256,12423.551651442302,0.4234658874111,HARPS-B,nodata
2456852.86648485,12448.3231493194,0.8337002419978999,HARPS-B,nodata
2456856.95147747,12443.6791146578,0.6009659501869,HARPS-B,nodata
2456904.72224518,12481.710331079,0.5083173934704001,HARPS-B,nodata
2456906.70969392,12456.3673562989,0.9832537599557,HARPS-B,nodata
2456907.72179054,12458.4308403999,0.6677098004127,HARPS-B,nodata
2456961.63396839,12455.9920316083,0.6377260721495001,HARPS-B,nodata
2456963.62330692,12447.8677141348,0.5112548282656,HARPS-B,nodata
2456966.68922066,12464.010111126,0.5819567340027,HARPS-B,nodata
2457027.54608893,12444.433787425,0.5670634094387,HARPS-B,nodata
2457227.88927262,12467.279997402986,0.6103225997586137,HARPS-A,nodata
2457283.75849975,12497.413464693487,0.5956361154515137,HARPS-A,nodata
2457587.892616,12429.072996357687,0.6846342633947138,HARPS-A,nodata
2457588.91056653,12423.718212805486,0.6325070470049137,HARPS-A,nodata
2457664.81002849,12423.170718826388,0.7032039220673137,HARPS-A,nodata
2457763.56324234,12449.727440071387,0.5919503116544138,HARPS-A,nodata
2458045.67408061,12428.642222155186,0.6190430079264138,HARPS-A,nodata
2458046.59284516,12442.956335127088,0.6374634208220138,HARPS-A,nodata
