time,mnvel,errvel,tel,svalue
2455983.73679174,-17770.5160657088,0.3922886437872,HARPS-B,nodata
2455984.73758488,-17767.1598368653,0.5036734018814,HARPS-B,nodata
2455985.72850368,-17771.4851720693,0.3840099021986,HARPS-B,nodata
2455986.74091365,-17769.9314638747,0.4962886893664,HARPS-B,nodata
2456042.64177417,-17764.3913414548,0.6763215275622,HARPS-B,nodata
2456047.57089302,-17766.4979948595,0.5430894182906001,HARPS-B,nodata
2456048.52252107,-17769.3856235157,0.7540498689289,HARPS-B,nodata
2456068.45499702,-17771.8418735532,0.3885677298409,HARPS-B,nodata
2456068.505918,-17770.749890658903,0.3605988307419,HARPS-B,nodata
2456069.45870754,-17769.6466662001,0.4614745420993,HARPS-B,nodata
2456070.46551954,-17768.8724160727,0.3633551660785999,HARPS-B,nodata
2456071.4632236,-17770.225857152,0.4795007944142,HARPS-B,nodata
2456075.47924593,-17770.1971379421,0.5972640629451,HARPS-B,nodata
2456077.45128888,-17768.3780464821,0.6357047051568,HARPS-B,nodata
2456298.83026661,-17780.633373844998,0.4711460827985,HARPS-B,nodata
2456300.81157931,-17776.8181407893,0.4645138983966,HARPS-B,nodata
2456301.7746567,-17780.0580285936,0.5034347345837,HARPS-B,nodata
2456375.67746351,-17775.2588779187,0.4061488237611,HARPS-B,nodata
2456378.65252271,-17776.379436501902,0.4900036578398999,HARPS-B,nodata
2456379.66613799,-17776.725909730398,0.4821179130487,HARPS-B,nodata
2456380.66933575,-17775.966603378103,0.4211353095339,HARPS-B,nodata
2456381.6680532,-17776.8149958291,0.4589127080432,HARPS-B,nodata
2456487.45031675,-17774.6400675249,0.4868373329729999,HARPS-B,nodata
2456637.85851301,-17768.9793095124,0.4538417882007,HARPS-B,nodata
2456637.87022709,-17769.3856116671,0.4243186958342,HARPS-B,nodata
2456638.87446655,-17769.6721940315,0.4036239579463,HARPS-B,nodata
2456639.8711932,-17769.4849626486,0.514963849865,HARPS-B,nodata
2456640.85242017,-17769.4286453899,0.4712707288459,HARPS-B,nodata
2456641.85322019,-17768.1036811873,0.459567795691,HARPS-B,nodata
2456643.85773536,-17767.6706619567,0.4890391230728,HARPS-B,nodata
2456708.72262367,-17764.4018149519,0.4516527499548,HARPS-B,nodata
2456709.74468808,-17767.6250664482,0.5164566077222,HARPS-B,nodata
2456710.72995665,-17766.407166230303,0.505722351785,HARPS-B,nodata
2456710.74231778,-17766.8382383298,0.5050249189872,HARPS-B,nodata
2456711.72693651,-17766.9693017532,0.4842645939102999,HARPS-B,nodata
2457025.79021193,-17767.9993401933,0.3951426026434,HARPS-B,nodata
2457026.80083389,-17767.676720282,0.5266731067394,HARPS-B,nodata
2457028.78138847,-17770.1437134502,0.4319076532778,HARPS-B,nodata
2457764.73428532,-17773.63193468763,0.4931526220932816,HARPS-A,nodata
2457807.77042692,-17769.48193644793,0.5019884722363817,HARPS-A,nodata
2457808.73961533,-17771.273465213428,0.4365080177408815,HARPS-A,nodata
2457809.69876743,-17770.812406213427,0.4291381062638816,HARPS-A,nodata
2458619.60800344,-17767.87410593133,0.5410428170269816,HARPS-A,nodata
