time,mnvel,errvel,tel,svalue
2455846.86852375,-53406.7356104576,0.6195190227162001,HARPS-B,nodata
2455846.87343161,-53406.074343179,0.5787712044675,HARPS-B,nodata
2455850.8868388,-53409.0693102058,0.6722291853396,HARPS-B,nodata
2455850.89194342,-53409.147442237,0.6938549384907999,HARPS-B,nodata
2455851.87159101,-53409.4315916358,0.5268724547822999,HARPS-B,nodata
2455851.87668406,-53409.6806301265,0.5490366262516,HARPS-B,nodata
2455852.87112408,-53410.1584289233,1.0573432817678,HARPS-B,nodata
2455852.87640232,-53407.3277471,1.2876114831726,HARPS-B,nodata
2455983.56351884,-53410.116779928205,0.4471416184909,HARPS-B,nodata
2455983.56846054,-53410.734418467,0.4713515827678,HARPS-B,nodata
2455984.55449846,-53410.0071401024,0.4995644073958999,HARPS-B,nodata
2455984.55950961,-53411.152791814304,0.4940322309667,HARPS-B,nodata
2455984.56494895,-53410.340593755005,0.5110555732367,HARPS-B,nodata
2455984.5700411,-53410.9021308621,0.5515524982965,HARPS-B,nodata
2455985.56165654,-53411.6292582296,0.5376442396602,HARPS-B,nodata
2455985.56660981,-53413.3297552839,0.5431673610161001,HARPS-B,nodata
2455986.58113923,-53410.6563826365,0.5035040437833,HARPS-B,nodata
2455986.58613879,-53410.3054920609,0.4875845038986,HARPS-B,nodata
2456298.66096721,-53419.251651473205,0.5586275145112001,HARPS-B,nodata
2456298.66593238,-53420.7232278225,0.5810287887637999,HARPS-B,nodata
2456299.66959085,-53417.3435912283,0.7530473994111,HARPS-B,nodata
2456299.67464861,-53416.3582141749,0.735720424614,HARPS-B,nodata
2456300.63755409,-53418.0027305379,0.5542579855701,HARPS-B,nodata
2456300.64246138,-53419.5499516254,0.5595173992232,HARPS-B,nodata
2456375.5212943,-53416.7006950822,0.4907010081053,HARPS-B,nodata
2456375.52620123,-53415.3118894466,0.4776889187706,HARPS-B,nodata
2456376.51953234,-53416.2563939376,0.6364457736576,HARPS-B,nodata
2456376.52457816,-53416.6622658797,0.6385688537609,HARPS-B,nodata
2456377.52142749,-53414.1627021506,0.5786208807651,HARPS-B,nodata
2456377.5264733,-53414.8157274328,0.5980764152618,HARPS-B,nodata
2456378.52405179,-53413.6517473211,0.5662801105195,HARPS-B,nodata
2456378.52895873,-53412.944897446,0.5713982146644,HARPS-B,nodata
2456379.52772933,-53412.3049394975,0.6769155395036001,HARPS-B,nodata
2456379.53271728,-53412.0847968116,0.662542855279,HARPS-B,nodata
2456380.52792353,-53411.7106824464,0.6053022112306,HARPS-B,nodata
2456380.53292305,-53412.436920660606,0.6034647722195,HARPS-B,nodata
2456558.91799495,-53404.4101092855,0.5957501615780001,HARPS-B,nodata
2456558.92290282,-53405.20352923381,0.6094088528371,HARPS-B,nodata
2456559.9259146,-53407.9952297322,0.6770911368396,HARPS-B,nodata
2456560.87737063,-53404.4630069148,0.5776347153311,HARPS-B,nodata
2456560.88247528,-53405.2118106464,0.5960376928544,HARPS-B,nodata
2456637.72190693,-53403.4199452568,0.6323327457138,HARPS-B,nodata
2456637.72695335,-53402.7470515068,0.5861059204812,HARPS-B,nodata
2456638.73723007,-53403.0543752709,0.4835956653699,HARPS-B,nodata
2456638.74223017,-53404.0918382035,0.4975437329356,HARPS-B,nodata
2456639.71185627,-53403.40623746861,0.5306311214955001,HARPS-B,nodata
2456639.71681007,-53404.1173242734,0.5308526910611,HARPS-B,nodata
2456640.72931732,-53404.334874860506,0.6161124240768,HARPS-B,nodata
2456640.73436371,-53404.501664258496,0.5933112266328999,HARPS-B,nodata
2456641.69280588,-53405.366824390905,0.5776557178075999,HARPS-B,nodata
2456641.69780596,-53405.9408424877,0.5562466233994,HARPS-B,nodata
2456643.70253408,-53402.8780377551,0.7165566846519,HARPS-B,nodata
2456643.70721006,-53404.6095531754,0.6812989684077001,HARPS-B,nodata
2456708.58532656,-53406.1322893102,0.5181166458585,HARPS-B,nodata
2456708.59018728,-53405.1743892633,0.5096301519044001,HARPS-B,nodata
2456709.59897084,-53405.18716730471,0.6430413421929,HARPS-B,nodata
2456709.60395886,-53405.801129732,0.6604410010880001,HARPS-B,nodata
2456710.59178263,-53408.3125072677,0.6527021768657001,HARPS-B,nodata
2456710.5968285,-53404.837288131705,0.6966009802848,HARPS-B,nodata
2456711.59094721,-53406.8932164747,0.5723386521519,HARPS-B,nodata
2456711.59579634,-53406.0528329625,0.6107491509024,HARPS-B,nodata
2456960.85536644,-53402.5077878946,0.4913977317903,HARPS-B,nodata
2456960.86026266,-53402.7948737428,0.4873258419448,HARPS-B,nodata
2456961.80158671,-53403.8024100306,0.5460985019026,HARPS-B,nodata
2456961.80671442,-53404.2229684966,0.5309506782725,HARPS-B,nodata
2456963.81332777,-53404.9838770619,0.594268096396,HARPS-B,nodata
2456963.81829342,-53405.5862892737,0.7545639347216,HARPS-B,nodata
2456963.86241716,-53405.9145387224,2.1161748254043,HARPS-B,nodata
2456963.86722076,-53401.2694840575,2.6949153405104,HARPS-B,nodata
2456964.81500088,-53409.0723147182,0.5307649298245001,HARPS-B,nodata
2456964.82009386,-53409.3991254542,0.530195262108,HARPS-B,nodata
2456965.79642842,-53409.4006705011,0.4878280530577,HARPS-B,nodata
2456965.80139407,-53410.0886381,0.4686802963077,HARPS-B,nodata
2456966.80124788,-53405.892107103806,0.6487216364413001,HARPS-B,nodata
2456966.80616722,-53405.5915877435,0.5890265502562,HARPS-B,nodata
2457025.58600549,-53406.0786591481,0.6262487531987,HARPS-B,nodata
2457025.59091282,-53405.0548722368,0.6307735769615,HARPS-B,nodata
2457025.68463824,-53406.2896793502,0.4778409596846,HARPS-B,nodata
2457025.68968446,-53405.8738600302,0.4506028262023,HARPS-B,nodata
2457026.66649734,-53407.293155461804,0.6372910535690001,HARPS-B,nodata
2457026.67135837,-53407.4095527862,0.6274411775862,HARPS-B,nodata
2457027.63248708,-53408.8812081943,0.7794338572391,HARPS-B,nodata
2457027.63753329,-53409.0030985649,0.7356252921611,HARPS-B,nodata
2457027.72852696,-53407.847932099205,0.781361685737,HARPS-B,nodata
2457028.68378606,-53409.9589417077,0.5711056569348,HARPS-B,nodata
2457028.68878595,-53410.2854763462,0.6777125571929999,HARPS-B,nodata
2457283.90570742,-53411.00039363591,0.5687469130717915,HARPS-A,nodata
2457283.91060371,-53413.17434807021,0.5213310710006914,HARPS-A,nodata
2457763.70489598,-53406.309526703815,0.6340396144942915,HARPS-A,nodata
2457763.70997686,-53406.85377942242,0.6225517162104914,HARPS-A,nodata
2457808.55768697,-53406.39962181221,0.9868130294977915,HARPS-A,nodata
2457808.56247823,-53407.38638266771,0.9768540332449914,HARPS-A,nodata
2457809.55205854,-53405.807669097216,0.5572045368296915,HARPS-A,nodata
2457809.55713912,-53406.477561749714,0.5369686711684915,HARPS-A,nodata
2458046.78059237,-53414.63108316372,0.37936935894849144,HARPS-A,nodata
