time,mnvel,errvel,tel,svalue
2456042.74497138,66677.2346715658,0.4013388918634999,HARPS-B,nodata
2456046.86431487,66663.6597138385,0.4250284306015,HARPS-B,nodata
2456047.9001576,66661.3240295396,0.3807293126123,HARPS-B,nodata
2456048.89360093,66659.1106770608,0.3304717190628999,HARPS-B,nodata
2456164.57497243,66411.2675824011,0.519953214926,HARPS-B,nodata
2456165.55598507,66409.4521209747,0.4245389218666,HARPS-B,nodata
2457226.6589703,66572.72697502103,0.34770069547309995,HARPS-A,nodata
2457227.66204255,66574.04720954812,0.29031915950000003,HARPS-A,nodata
2457228.64475627,66573.11981481283,0.36107488352510003,HARPS-A,nodata
2457232.61304079,66573.86498121804,0.6713488432336,HARPS-A,nodata
2457283.52111266,66570.77145604814,0.5044751793052,HARPS-A,nodata
2457284.52109261,66571.50965723193,0.5068557964170001,HARPS-A,nodata
2457507.86912253,66580.59662984223,0.31619573591700006,HARPS-A,nodata
2457809.81731504,66626.09500345183,0.3114436945394,HARPS-A,nodata
