time,mnvel,errvel,tel,svalue
2452940.87302732,8463.61951082046,1.8820412954249,HARPS-B,nodata
2453000.79485707,8466.477341732441,0.9468845262252,HARPS-B,nodata
2453052.5542076,8466.414014210139,0.8466642852471,HARPS-B,nodata
2453343.75968735,8460.76583227606,0.5474449655953,HARPS-B,nodata
2454142.64330637,8462.969783830691,0.4719645319273999,HARPS-B,nodata
2455289.58342752,8464.084713988808,0.4249459660705,HARPS-B,nodata
2455638.59626095,8461.45366390288,0.5135550055104,HARPS-B,nodata
2455642.59865855,8462.53053938312,0.4483290470106,HARPS-B,nodata
2455644.59829696,8465.26566762914,0.4353661411597,HARPS-B,nodata
2455646.57695079,8463.51735400694,0.4933310239405,HARPS-B,nodata
2455648.60944114,8463.903814927678,0.504681764857,HARPS-B,nodata
2455657.54705346,8464.02869169525,0.3914806073228,HARPS-B,nodata
2455676.53187435,8461.56705873815,0.4281237142025,HARPS-B,nodata
2455679.50242971,8464.70922199877,0.3909871190266,HARPS-B,nodata
2455686.47705632,8465.813403500659,0.4744861448719,HARPS-B,nodata
2455691.49135824,8466.06465526245,0.4223176012209,HARPS-B,nodata
2455958.75791551,8462.32651238832,0.5509959292863,HARPS-B,nodata
2455963.7639048,8462.69862632638,0.8285361598902,HARPS-B,nodata
2455983.64727336,8466.09481425614,0.4943154877223999,HARPS-B,nodata
2455984.64813762,8464.54836956874,0.5127626289545,HARPS-B,nodata
2455986.65120551,8464.67088547343,0.499203593492,HARPS-B,nodata
2456047.46101841,8471.14422828241,0.6021012059273,HARPS-B,nodata
2456048.50616958,8470.71177275703,0.6066857229674,HARPS-B,nodata
2456056.51210671,8466.34213467005,0.4662992289687,HARPS-B,nodata
2456059.48221447,8467.06500874124,0.5193377727565,HARPS-B,nodata
2456291.72842096,8464.07379984821,0.5408828947987,HARPS-B,nodata
2456298.7428764,8455.37573981216,0.567840205762,HARPS-B,nodata
2456299.81368042,8455.33124775995,0.5503449071773999,HARPS-B,nodata
2456300.73511738,8457.787993496251,0.5603126673358,HARPS-B,nodata
2456301.65655315,8457.21791320489,0.5959637694681,HARPS-B,nodata
2456327.57769364,8466.52650035163,0.5303512571753001,HARPS-B,nodata
2456371.64946042,8465.19080282116,0.5150602115899,HARPS-B,nodata
2456372.6202377,8465.381548397969,0.567276304297,HARPS-B,nodata
2456374.61093055,8468.3984733409,0.5073938281368999,HARPS-B,nodata
2456375.59991082,8460.64542462705,0.4596192199894,HARPS-B,nodata
2456376.59812599,8459.789633134029,0.5829943204876,HARPS-B,nodata
2456377.58148059,8458.58512214496,0.4810598762556,HARPS-B,nodata
2456379.58508376,8459.31963180284,0.5780253669467,HARPS-B,nodata
2456380.61725273,8455.52936974048,0.5285818883492,HARPS-B,nodata
2456381.59206439,8457.74105550935,0.4831176104556,HARPS-B,nodata
2456399.55973688,8465.19788523249,0.4882472223801,HARPS-B,nodata
2456404.52031879,8465.55627981801,0.4746179115803,HARPS-B,nodata
2456406.50674868,8464.99645873323,0.6939044761566,HARPS-B,nodata
2456637.77335406,8468.115539331331,0.4708205649438999,HARPS-B,nodata
2456638.79915666,8471.281988049901,0.4467190363315,HARPS-B,nodata
2456639.77326583,8470.33302497058,0.4901949284281,HARPS-B,nodata
2456640.75671464,8468.59102711702,0.5835167033623,HARPS-B,nodata
2456641.75589222,8468.297973967401,0.4803050803918,HARPS-B,nodata
2456643.76915196,8470.45932276128,0.547559331666,HARPS-B,nodata
2456708.64780734,8468.43586057685,0.4965687579919,HARPS-B,nodata
2456709.66197585,8468.70208487123,0.663054051174,HARPS-B,nodata
2456710.65630613,8470.675267202729,0.6704757242432,HARPS-B,nodata
2456711.65409577,8470.44633795783,0.5790827407339,HARPS-B,nodata
2456960.88285084,8467.35145112088,0.5112780311627,HARPS-B,nodata
2456961.83676817,8465.62855394837,0.4520898176076,HARPS-B,nodata
2456963.82404117,8466.30503786451,1.119712016755,HARPS-B,nodata
2456965.81850109,8463.836001725589,0.429647185805,HARPS-B,nodata
2456966.84673989,8463.07206230424,0.589129232579,HARPS-B,nodata
2457025.71023749,8463.30129319186,0.4472832717739,HARPS-B,nodata
2457026.73109199,8460.93971091352,0.5645226572355,HARPS-B,nodata
2457027.7179398,8443.42008324914,1.544424931904,HARPS-B,nodata
2457028.73212473,8463.02967015308,0.5318614100527,HARPS-B,nodata
2457507.47439844,8472.570345944423,0.46918421842834396,HARPS-A,nodata
2457763.7957148,8464.338463412603,0.41776925099534395,HARPS-A,nodata
2457764.68377959,8461.296134155631,0.6232996632618439,HARPS-A,nodata
2457807.72217108,8463.980061982593,1.142586901547344,HARPS-A,nodata
2457808.65319166,8462.783774014271,0.600311022471044,HARPS-A,nodata
2457809.60661758,8463.953275068852,0.42569951788884397,HARPS-A,nodata
2458084.80631841,8459.716389614234,0.38867791209174396,HARPS-A,nodata
