time,mnvel,errvel,tel,svalue
2455983.85162204,-5491.02438932066,0.42078942467339997,HARPS-B,nodata
2455984.8351622,-5582.20850449887,0.4555811188812,HARPS-B,nodata
2455985.82710446,-5675.93058190402,0.4122387316076,HARPS-B,nodata
2455986.83885,-5766.54759419555,0.46596604769079997,HARPS-B,nodata
2455986.85029751,-5769.14968347377,0.44498765159,HARPS-B,nodata
2456042.75972239,-13111.0295587273,0.5385547267399,HARPS-B,nodata
2456047.68824623,-13609.1825528804,0.5806362656158001,HARPS-B,nodata
2456048.66179168,-13680.6563243307,0.5052112466242,HARPS-B,nodata
2456375.79931592,-3750.77927856613,0.3876802784274,HARPS-B,nodata
2456376.79931091,-3816.8873953658,0.4528931835564,HARPS-B,nodata
