time,mnvel,errvel,tel,svalue
2455983.85998523,4183.20063309063,0.4209179090935,HARPS-B,nodata
2455983.86439532,4182.3740907170695,0.4342948432982,HARPS-B,nodata
2455984.84268257,4184.09809478715,0.5119265808918001,HARPS-B,nodata
2455984.84726629,4187.000395394321,0.5027863559010001,HARPS-B,nodata
2455985.83524092,4191.32516846302,0.4759095212207,HARPS-B,nodata
2455985.83970887,4191.20041559375,0.46014085061099996,HARPS-B,nodata
2455986.8577197,4203.5196213545805,0.438470792998,HARPS-B,nodata
2455986.86206033,4204.24350777948,0.48286629528180003,HARPS-B,nodata
2456042.612447,4607.55010281269,0.6361779436471,HARPS-B,nodata
2456042.6168683,4607.23350455353,0.5891741091676,HARPS-B,nodata
2456042.76913687,4608.08454168363,0.5523480128846999,HARPS-B,nodata
2456042.77347715,4607.21491808476,0.4779249794358,HARPS-B,nodata
2456046.73466872,4633.64546865239,0.4726921113866,HARPS-B,nodata
2456046.73869647,4636.264367278551,0.5353902939074,HARPS-B,nodata
2456047.75427947,4641.0321056795,0.5225761045556,HARPS-B,nodata
2456047.75861972,4641.2905263886205,0.4679788529817,HARPS-B,nodata
2456048.78012689,4644.30486744472,0.4691073971766,HARPS-B,nodata
2456048.78467546,4645.5146099885305,0.488771802864,HARPS-B,nodata
2456300.85104089,6183.429312876629,0.4932625645848,HARPS-B,nodata
2456300.8555089,6184.29803326933,0.4729256201925,HARPS-B,nodata
2456375.78421625,6593.92459987517,0.41228936881,HARPS-B,nodata
2456375.78864934,6595.069855393889,0.40540148412960003,HARPS-B,nodata
2456376.80760141,6593.5307631779,0.4852206212934,HARPS-B,nodata
2456376.81202293,6594.00546689947,0.486726917062,HARPS-B,nodata
