time,mnvel,errvel,tel,svalue
2455846.8223619,34430.3478546707,0.5884765568296,HARPS-B,nodata
2455846.82731558,34431.6840965979,0.6194327325379,HARPS-B,nodata
2455850.82894917,34435.793032493304,0.4825332481902,HARPS-B,nodata
2455850.83381025,34435.1450916646,0.5461966864631,HARPS-B,nodata
2455851.81510031,34436.1400315477,0.4632012106038,HARPS-B,nodata
2455851.82011185,34436.5573547756,0.4920339157533,HARPS-B,nodata
2455852.81406347,34436.740581164995,0.5638369174058,HARPS-B,nodata
2455852.81897084,34436.4389995369,0.5428984846842,HARPS-B,nodata
2455984.5094163,34603.0873542436,0.4271577148408,HARPS-B,nodata
2455984.51440467,34602.943152088,0.4545602767629,HARPS-B,nodata
2455986.53568819,34605.3435074763,0.4242079661969,HARPS-B,nodata
2455986.54065341,34605.3919513249,0.4139549099892,HARPS-B,nodata
2456298.59813238,34982.7382973613,0.6801043594696,HARPS-B,nodata
2456298.60322486,34983.550390150296,0.5729683668719,HARPS-B,nodata
2456301.61764411,34989.5236523585,0.4781519851083999,HARPS-B,nodata
2456301.62250511,34987.7023455848,0.4713548663615999,HARPS-B,nodata
2457808.50503478,34614.94548081496,0.513816887379325,HARPS-A,nodata
