time,mnvel,errvel,tel,svalue
2455846.513352,27621.9126997802,0.7679695479493001,HARPS-B,nodata
2455847.55042793,27622.4339181509,1.2272710458299,HARPS-B,nodata
2455850.52883002,27610.2893953857,0.507862872573,HARPS-B,nodata
2455851.53110483,27608.2673395194,0.4327516520018,HARPS-B,nodata
2455852.52096158,27611.2495826138,0.5278312750497001,HARPS-B,nodata
2456042.80447184,27626.809578048094,1.0489152659315,HARPS-B,nodata
2456043.92982237,27624.3154461845,0.6502933896433,HARPS-B,nodata
2456069.94901834,27621.0215884294,0.4521730026738,HARPS-B,nodata
2456070.94949516,27615.182671972503,0.4433876961953999,HARPS-B,nodata
2456071.9512907,27618.6020012968,0.5690934529278,HARPS-B,nodata
2456075.89884226,27612.945543391,0.5764585530502999,HARPS-B,nodata
2456076.90287901,27620.2837570235,0.6882157754731,HARPS-B,nodata
2456077.88686721,27630.3834265163,0.6247603698277,HARPS-B,nodata
2456162.60432664,27622.155079836903,1.3666426051495,HARPS-B,nodata
2456164.6643577,27632.2078496325,0.8892278050674001,HARPS-B,nodata
2456165.64500452,27632.049001562,0.5569190174504,HARPS-B,nodata
2456484.75565817,27606.6801036711,1.080628381248,HARPS-B,nodata
2456485.73561358,27606.3603481014,0.4906044426119,HARPS-B,nodata
2456486.7289011,27606.241274669403,0.4918269274752,HARPS-B,nodata
2456487.71862237,27606.3616471235,0.4229559690606,HARPS-B,nodata
2456488.76668764,27606.4195766192,0.5720934346465,HARPS-B,nodata
2456489.7062089,27606.8668441327,0.5600132820726,HARPS-B,nodata
2456490.71415523,27602.6772804694,0.5157519013592,HARPS-B,nodata
2456557.60311295,27621.1298921597,0.9465629500407,HARPS-B,nodata
2456558.58495995,27619.4106908841,0.5291059395883001,HARPS-B,nodata
2456559.59632947,27616.6485645862,0.6962339522034999,HARPS-B,nodata
2456560.59191247,27610.3061057001,0.5398948269349,HARPS-B,nodata
2456850.72562291,27615.5299249276,0.6522140524801,HARPS-B,nodata
2456851.73742956,27612.6485018629,0.5619993570991,HARPS-B,nodata
2456853.80834216,27610.5254488864,0.7693332548571999,HARPS-B,nodata
2456855.73671309,27605.744863561,0.6490255694935,HARPS-B,nodata
2456856.72691521,27600.3779715394,0.5194344345614,HARPS-B,nodata
2456904.5962572,27604.4145458712,0.6658199530636001,HARPS-B,nodata
2456906.58650849,27600.8428831245,1.2659224737315,HARPS-B,nodata
2456907.59951344,27602.750339459297,0.6925583250998,HARPS-B,nodata
2456963.52470901,27597.320089031,0.4991145379808,HARPS-B,nodata
2456965.49104677,27596.6878708455,0.4233279369186,HARPS-B,nodata
2456966.53323893,27597.2729724246,0.5719949044017,HARPS-B,nodata
2457226.73352494,27607.51611510229,0.5490587930696709,HARPS-A,nodata
2457227.71516561,27610.34144265509,0.5297270000241707,HARPS-A,nodata
2457228.7093164,27608.01029947089,0.6026307567633709,HARPS-A,nodata
2457229.72360453,27606.41945924439,0.5011685681135708,HARPS-A,nodata
2457230.71093539,27601.04691392099,0.5166377474734708,HARPS-A,nodata
2457232.68274574,27613.32038596999,0.7649903033336708,HARPS-A,nodata
2457283.58929689,27617.34425258089,0.6415063900204707,HARPS-A,nodata
2457284.58912042,27614.81867377949,0.8405576463367708,HARPS-A,nodata
2457507.89034691,27618.78755030199,0.5624785537271708,HARPS-A,nodata
2457587.73003859,27616.37218394649,0.6847810342581708,HARPS-A,nodata
2457664.62426709,27617.964217135384,0.5737361459218708,HARPS-A,nodata
2457665.5622569,27614.54132005509,0.5059064068359707,HARPS-A,nodata
2457991.6198238,27605.530930102293,0.6832524512166709,HARPS-A,nodata
2458049.5133671,27629.05895969069,1.1857881475452707,HARPS-A,nodata
2458619.82530269,27609.71411933109,0.9023287923554708,HARPS-A,nodata
