time,mnvel,errvel,tel,svalue
2455846.76241572,-9245.53588331468,1.0882340474028,HARPS-B,nodata
2455850.73988318,-9247.205138336887,0.8898722566253999,HARPS-B,nodata
2455851.73524458,-9246.69570151773,0.7628272040072,HARPS-B,nodata
2455852.72631054,-9247.97231661656,1.1535820431128,HARPS-B,nodata
2456164.87225413,-9244.126861914508,1.0540586689974,HARPS-B,nodata
2456165.87741912,-9245.66854987119,1.0161540006781,HARPS-B,nodata
2456299.58867567,-9255.40015678938,1.0901330783925,HARPS-B,nodata
2456301.56749239,-9257.40095045117,0.747189860314,HARPS-B,nodata
2456485.9308064,-9259.80807606077,0.849744919141,HARPS-B,nodata
2456486.87690642,-9257.12522457912,0.8355251939045001,HARPS-B,nodata
2456487.87524465,-9256.16590300844,0.7820544775027001,HARPS-B,nodata
2456488.9089446,-9259.45645789004,0.956240864594,HARPS-B,nodata
2456489.88232674,-9248.89246931725,0.8841921442895,HARPS-B,nodata
2456490.87466868,-9250.57551639522,0.8736219435383,HARPS-B,nodata
2456557.87126938,-9250.12931074487,2.3396766361737,HARPS-B,nodata
2456558.78630458,-9246.646460082313,0.7750546001551001,HARPS-B,nodata
2456559.80286877,-9246.6870259796,0.8100252244978,HARPS-B,nodata
2456560.7903452,-9244.01050396242,0.944019263775,HARPS-B,nodata
2456637.59575591,-9250.67707626162,0.7609109549546,HARPS-B,nodata
2456637.67109724,-9249.98574746814,0.9944676361055,HARPS-B,nodata
2456638.62574442,-9248.28244377963,0.8675196409154,HARPS-B,nodata
2456639.59764651,-9249.44118843031,0.8570536579138001,HARPS-B,nodata
2456640.61007711,-9248.16307395233,0.908228882048,HARPS-B,nodata
2456641.62028498,-9250.2403789883,0.8003325418085,HARPS-B,nodata
2456643.62472785,-9249.58867309308,1.092731299546,HARPS-B,nodata
2456850.92827285,-9251.62047668626,1.5111539338079,HARPS-B,nodata
2456851.89854158,-9249.85132477272,0.8085838647377,HARPS-B,nodata
2456852.87906575,-9250.582342106529,1.3750933692738,HARPS-B,nodata
2456854.94354861,-9245.961994514912,0.7986304580124,HARPS-B,nodata
2456855.86535214,-9248.61876319794,1.298660160503,HARPS-B,nodata
2456856.87767252,-9249.10533491781,0.9943858052898,HARPS-B,nodata
2456904.84389347,-9249.46967748138,0.9665040327548,HARPS-B,nodata
2456906.77126862,-9246.381183131729,1.4700786647323,HARPS-B,nodata
2456907.78471957,-9246.66773258578,0.9894445010009,HARPS-B,nodata
2456960.75207321,-9249.33925774851,0.7759575004781,HARPS-B,nodata
2456961.67062188,-9249.03437577444,0.8392318142223,HARPS-B,nodata
2456962.78801709,-9249.13480005981,4.435163155936,HARPS-B,nodata
2456963.65861331,-9251.69057791628,0.8006858843563,HARPS-B,nodata
2456964.77244067,-9250.89330229934,0.8299706042193,HARPS-B,nodata
2456965.63614813,-9252.659797014348,0.690673629113,HARPS-B,nodata
2456966.72324889,-9249.71920772001,0.9274443422766,HARPS-B,nodata
2457025.55938015,-9249.7412245181,1.0390507057485,HARPS-B,nodata
2457026.57930126,-9249.68665360197,0.9176629661485,HARPS-B,nodata
2457027.58371437,-9250.83726739382,0.804886153534,HARPS-B,nodata
2457226.88759987,-9246.757202677354,0.9689560857702276,HARPS-A,nodata
2457228.8583671,-9248.345803702103,0.8824801891965276,HARPS-A,nodata
2457229.8753732,-9248.583431465064,0.9575753317640276,HARPS-A,nodata
2457230.86487663,-9248.220430637004,0.8755645549209277,HARPS-A,nodata
2457232.84909103,-9246.550969169954,1.3553869221676276,HARPS-A,nodata
2457282.87735061,-9248.590596501073,1.2159405487873276,HARPS-A,nodata
2457283.80574972,-9247.640376347294,0.8773889834475276,HARPS-A,nodata
2457587.92794138,-9250.547032507495,1.2002866228208275,HARPS-A,nodata
2457664.84779585,-9249.755766689113,1.3889088924432276,HARPS-A,nodata
2457763.62963162,-9250.891877072874,1.0283985243558276,HARPS-A,nodata
2458048.66378477,-9255.151777365283,0.8036734071222277,HARPS-A,nodata
2458084.73156986,-9254.870177687524,0.9888868551252277,HARPS-A,nodata
2458382.88253289,-9253.171671114573,1.1676272553740277,HARPS-A,nodata
