time,mnvel,errvel,tel,svalue
2453358.71961934,6078.670907970311,1.6450463591698,HARPS-B,nodata
2453359.73945446,6098.326553143021,1.9646983947275,HARPS-B,nodata
2453360.74321132,6116.7150292714505,2.3730719276133,HARPS-B,nodata
2453361.71582048,6123.908792237929,1.6043193432809,HARPS-B,nodata
2453362.66621731,6124.364604605091,2.6262911753691003,HARPS-B,nodata
2453362.81034962,6122.51184790649,1.9093475539141,HARPS-B,nodata
2453363.71691361,6134.72756568943,1.7409377848122,HARPS-B,nodata
2453364.58823316,6117.49035130579,1.7085264006542,HARPS-B,nodata
2453364.80838344,6108.84953637067,1.4828228856184,HARPS-B,nodata
2453364.83133481,6110.51891436198,1.5772928825032,HARPS-B,nodata
2453365.58781501,6096.48795079315,1.6665147375495,HARPS-B,nodata
2453365.80107836,6099.8211284272,1.6627844430457,HARPS-B,nodata
2453404.63203657,6108.10609600087,0.5881680654988,HARPS-B,nodata
2453407.64968549,6130.26194734593,0.7176254775746,HARPS-B,nodata
2453470.49387702,6118.88777731582,2.8934493247584,HARPS-B,nodata
2453492.46359295,6109.387007672941,1.2212956142509,HARPS-B,nodata
2458044.87479457,6112.71037777033,1.7048154796618875,HARPS-A,nodata
2458044.88581408,6112.1691235319295,1.7179585666306876,HARPS-A,nodata
